Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT (min),Avg CTAT (min),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance (km),Driver Ratings,Customer Rating
2025-07-10,14:30:27,BLR202507-000955,Cancelled by Customer,CUST-138815,Mini,Kundalahalli,Basavanagudi,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-19,00:52:44,BLR202507-000956,Incomplete,CUST-859813,Bike,Mahadevapura,Basavanagudi,,,0,,0,,1,Customer Demand,,,,
2025-07-23,23:19:33,BLR202507-000957,Success,CUST-163653,Bike,Koramangala,Kadubeesanahalli,9,13,0,,0,,0,,84.9,6.99,3.81,4.73
2025-07-19,02:36:57,BLR202507-000958,Cancelled by Customer,CUST-431192,Bike,Electronic City,Ulsoor,,,1,Wrong Address,0,,0,,,,,
2025-07-29,16:16:19,BLR202507-000959,Incomplete,CUST-596330,Auto,Basavanagudi,Kanakapura Road,,,0,,0,,1,Other Issue,,,,
2025-07-12,18:56:47,BLR202507-000960,Success,CUST-570103,eBike,Kadubeesanahalli,Koramangala,9,14,0,,0,,0,,229.91,20.88,4.07,5
2025-07-06,12:10:56,BLR202507-000961,Cancelled by Driver,CUST-402001,eBike,Hebbal,Bommanahalli,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-15,09:19:36,BLR202507-000962,Success,CUST-343377,Bike,RT Nagar,Kengeri,4,11,0,,0,,0,,276.84,21.57,4.07,4.54
2025-07-30,23:21:57,BLR202507-000963,Success,CUST-818247,Prime Sedan,Uttarahalli,Thanisandra,9,23,0,,0,,0,,85.64,1.62,5,4.97
2025-07-22,17:29:53,BLR202507-000964,Success,CUST-591223,Prime Plus,BTM Layout,Nagawara,3,16,0,,0,,0,,224.13,5.75,4.42,4.93
2025-07-23,09:54:59,BLR202507-000965,Cancelled by Customer,CUST-509333,Mini,Mahadevapura,Kalyan Nagar,,,1,Change of plans,0,,0,,,,,
2025-07-26,12:52:15,BLR202507-000966,Success,CUST-595268,Prime SUV,Rajajinagar,Kanakapura Road,9,22,0,,0,,0,,205.8,4.85,4.38,4.18
2025-07-07,23:36:56,BLR202507-000967,Cancelled by Customer,CUST-396177,eBike,Manyata Tech Park,Marathahalli,,,1,Wrong Address,0,,0,,,,,
2025-07-05,00:26:49,BLR202507-000968,Success,CUST-281708,Prime Plus,Rajajinagar,Uttarahalli,12,25,0,,0,,0,,499.25,17.57,4.93,4.4
2025-07-16,07:12:13,BLR202507-000969,Cancelled by Customer,CUST-205805,Prime SUV,Brookefield,Basavanagudi,,,1,Change of plans,0,,0,,,,,
2025-07-08,21:25:54,BLR202507-000970,Success,CUST-319606,Bike,Whitefield,Koramangala,5,9,0,,0,,0,,43.4,2.84,4.75,4.42
2025-07-12,11:09:09,BLR202507-000971,Success,CUST-373477,Prime Sedan,Mahadevapura,Rajajinagar,9,20,0,,0,,0,,232.87,7.35,4.44,4.59
2025-07-06,17:12:02,BLR202507-000972,Success,CUST-968167,Prime SUV,Shivajinagar,MG Road,7,21,0,,0,,0,,844.28,23.72,4.06,4.32
2025-07-26,04:34:19,BLR202507-000973,Success,CUST-166758,Prime Sedan,Kadubeesanahalli,Jayanagar,14,22,0,,0,,0,,586.14,24.37,3.81,4.72
2025-07-20,01:18:06,BLR202507-000974,Success,CUST-337701,Auto,Peenya,RT Nagar,10,21,0,,0,,0,,83.38,4.17,3.94,4.62
2025-07-16,05:07:23,BLR202507-000975,Cancelled by Driver,CUST-370346,Prime Sedan,Domlur,Devanahalli,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-25,04:35:24,BLR202507-000976,Success,CUST-684080,Prime Sedan,Banashankari,Hoodi,13,18,0,,0,,0,,189.04,6.32,4.05,4.3
2025-07-28,06:58:15,BLR202507-000977,Success,CUST-640422,Bike,Horamavu,HSR Layout,6,12,0,,0,,0,,133,11.8,4.84,4.47
2025-07-23,06:22:07,BLR202507-000978,Cancelled by Customer,CUST-152871,Mini,Arekere,Sarjapur,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-04,18:30:30,BLR202507-000979,Cancelled by Customer,CUST-919621,Bike,Kanakapura Road,HSR Layout,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-17,14:32:27,BLR202507-000980,Success,CUST-210531,Prime Plus,Hennur,Jayanagar,7,14,0,,0,,0,,375.75,12.63,4.7,5
2025-07-28,03:32:28,BLR202507-000981,Cancelled by Driver,CUST-315363,Prime Sedan,Rajajinagar,Nagawara,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-23,05:51:37,BLR202507-000982,Cancelled by Driver,CUST-562965,Prime SUV,Shivajinagar,Basavanagudi,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-05,00:51:32,BLR202507-000983,Cancelled by Customer,CUST-778526,Prime Sedan,Sarjapur Road,JP Nagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-28,14:48:31,BLR202507-000984,Success,CUST-311697,Mini,Brookefield,Devanahalli,7,18,0,,0,,0,,124.42,4.69,4.32,4.36
2025-07-25,01:06:09,BLR202507-000985,Success,CUST-106907,Prime Plus,Bommanahalli,Sarjapur Road,8,14,0,,0,,0,,119,2.36,4.46,4.45
2025-07-10,17:49:00,BLR202507-000986,Success,CUST-629554,Prime Plus,Marathahalli,Ulsoor,13,23,0,,0,,0,,289.2,7.24,4.37,4.81
2025-07-12,15:51:02,BLR202507-000987,Success,CUST-849941,Prime SUV,Brookefield,KR Puram,5,12,0,,0,,0,,533.4,16.55,4.61,4.73
2025-07-21,23:07:11,BLR202507-000988,Success,CUST-797298,Prime Plus,Banashankari,Sarjapur,6,12,0,,0,,0,,323.25,10.53,4.69,4.36
2025-07-25,01:02:28,BLR202507-000989,Success,CUST-655378,Mini,RT Nagar,JP Nagar,8,22,0,,0,,0,,73.12,1.84,4.6,3.57
2025-07-26,01:17:55,BLR202507-000990,Cancelled by Customer,CUST-549653,Mini,Brookefield,Arekere,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-26,18:31:46,BLR202507-000991,Success,CUST-815337,Prime Sedan,Koramangala,Harlur,12,19,0,,0,,0,,452.57,14.87,4.39,3.96
2025-07-05,06:12:17,BLR202507-000992,Success,CUST-907562,Auto,Thanisandra,Sadashivanagar,13,21,0,,0,,0,,188.94,11.71,5,4.99
2025-07-31,10:45:51,BLR202507-000993,Success,CUST-172961,Auto,Sarjapur Road,Bellandur,9,18,0,,0,,0,,201.67,11.31,4.72,5
2025-07-13,16:10:51,BLR202507-000994,Cancelled by Customer,CUST-909891,Prime Plus,Kadubeesanahalli,Whitefield,,,1,Wrong Address,0,,0,,,,,
2025-07-25,09:50:22,BLR202507-000995,Cancelled by Driver,CUST-138895,eBike,Kalyan Nagar,Banashankari,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-21,03:19:44,BLR202507-000996,Success,CUST-848022,Prime SUV,Horamavu,Sadashivanagar,3,8,0,,0,,0,,536.2,16.65,4.76,4.82
2025-07-10,13:34:59,BLR202507-000997,Cancelled by Driver,CUST-539673,Mini,Mahadevapura,Hoodi,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-24,02:59:30,BLR202507-000998,Success,CUST-878774,Prime Sedan,Domlur,Indiranagar,12,24,0,,0,,0,,121.28,3.24,4.1,4.48
2025-07-27,17:22:39,BLR202507-000999,Success,CUST-393371,Bike,Kanakapura Road,Banashankari,6,16,0,,0,,0,,118.1,8.77,4,4.87
2025-07-23,04:54:13,BLR202507-001000,Success,CUST-523559,Mini,Kalyan Nagar,Yelahanka,8,21,0,,0,,0,,425.02,21.39,4.39,3.86
2025-07-29,01:32:23,BLR202507-001001,Cancelled by Customer,CUST-670871,Bike,Kanakapura Road,Kalyan Nagar,,,1,Wrong Address,0,,0,,,,,
2025-07-23,15:39:52,BLR202507-001002,Success,CUST-462021,Prime SUV,Kalyan Nagar,Kundalahalli,14,28,0,,0,,0,,107.24,1.33,4.43,4.49
2025-07-25,20:12:22,BLR202507-001003,Success,CUST-306879,Prime Sedan,Marathahalli,MG Road,14,20,0,,0,,0,,341.62,11.23,4.28,4.3
2025-07-18,07:17:50,BLR202507-001004,Success,CUST-450741,Mini,Nagawara,Nagawara,11,17,0,,0,,0,,79.78,2.21,4.57,4.93
2025-07-05,18:48:28,BLR202507-001005,Success,CUST-645752,Bike,BTM Layout,Yelahanka,8,18,0,,0,,0,,128.92,9.71,4.65,4.71
2025-07-03,01:42:15,BLR202507-001006,Success,CUST-636526,Bike,Silk Board,Sadashivanagar,7,13,0,,0,,0,,262.9,24.79,4.85,4.85
2025-07-11,14:54:47,BLR202507-001007,Success,CUST-893820,eBike,Rajajinagar,Koramangala,2,5,0,,0,,0,,201.9,21.1,5,5
2025-07-01,04:44:06,BLR202507-001008,Cancelled by Driver,CUST-935294,Bike,Kengeri,Benson Town,,,0,,1,Customer related issue,0,,,,,
2025-07-27,16:03:43,BLR202507-001009,Success,CUST-911763,Prime Sedan,Nagawara,Kadubeesanahalli,13,22,0,,0,,0,,421.36,16.88,4.99,5
2025-07-17,09:39:42,BLR202507-001010,Cancelled by Driver,CUST-215806,eBike,Whitefield,KR Puram,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-21,23:48:29,BLR202507-001011,Cancelled by Customer,CUST-632151,Prime Sedan,Jayanagar,Whitefield,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-15,21:48:53,BLR202507-001012,Cancelled by Customer,CUST-412434,Bike,Manyata Tech Park,Indiranagar,,,1,Wrong Address,0,,0,,,,,
2025-07-11,16:10:55,BLR202507-001013,Success,CUST-347565,Prime SUV,Manyata Tech Park,Kengeri,3,14,0,,0,,0,,472.08,14.36,4.15,4.47
2025-07-19,07:00:56,BLR202507-001014,Cancelled by Driver,CUST-849361,eBike,Horamavu,Yeshwanthpur,,,0,,1,Customer related issue,0,,,,,
2025-07-12,08:20:05,BLR202507-001015,Success,CUST-413735,Prime Sedan,Horamavu,Thanisandra,14,20,0,,0,,0,,288.1,8.64,3.96,4.92
2025-07-19,18:49:49,BLR202507-001016,Cancelled by Customer,CUST-805097,Prime Plus,Thanisandra,CV Raman Nagar,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-24,00:14:24,BLR202507-001017,Success,CUST-359662,Auto,Bellandur,Sadashivanagar,7,14,0,,0,,0,,158.84,9.56,4.97,4.65
2025-07-19,12:01:38,BLR202507-001018,Cancelled by Customer,CUST-301908,Prime SUV,Devanahalli,KR Puram,,,1,Wrong Address,0,,0,,,,,
2025-07-04,17:31:48,BLR202507-001019,Success,CUST-253672,eBike,Kadubeesanahalli,Brookefield,2,10,0,,0,,0,,216.05,20.49,4.28,4.13
2025-07-03,07:00:16,BLR202507-001020,Success,CUST-196729,Auto,Kadubeesanahalli,JP Nagar,6,17,0,,0,,0,,66.16,2.94,4.18,4.54
2025-07-16,18:55:11,BLR202507-001021,Success,CUST-325217,Mini,Electronic City,KR Puram,5,13,0,,0,,0,,371.78,14.99,4.02,4.22
2025-07-22,02:04:53,BLR202507-001022,Success,CUST-651818,Mini,Kengeri,Peenya,10,17,0,,0,,0,,215.5,9.75,4.84,5
2025-07-17,02:02:51,BLR202507-001023,Success,CUST-916656,Mini,Benson Town,Kengeri,6,14,0,,0,,0,,383.44,19.08,4.5,4.98
2025-07-16,01:58:50,BLR202507-001024,Cancelled by Customer,CUST-767377,Mini,Harlur,Hoodi,,,1,Wrong Address,0,,0,,,,,
2025-07-24,01:53:48,BLR202507-001025,Success,CUST-537174,Prime SUV,Rajajinagar,Banashankari,13,26,0,,0,,0,,289.24,7.83,5,4.24
2025-07-17,17:01:09,BLR202507-001026,Success,CUST-233299,Mini,Thanisandra,Arekere,13,20,0,,0,,0,,178.89,6.42,3.78,4.67
2025-07-05,12:29:10,BLR202507-001027,Success,CUST-838747,Bike,Sadashivanagar,Jayanagar,4,15,0,,0,,0,,45.6,3.06,4.97,5
2025-07-23,07:57:01,BLR202507-001028,Cancelled by Driver,CUST-322971,Mini,Bommanahalli,MG Road,,,0,,1,Customer related issue,0,,,,,
2025-07-31,21:14:01,BLR202507-001029,Success,CUST-686181,Prime Sedan,Jayanagar,Uttarahalli,12,22,0,,0,,0,,348.32,13.56,4.23,4.07
2025-07-28,01:20:37,BLR202507-001030,Cancelled by Driver,CUST-528468,Auto,Jayanagar,KR Puram,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-02,23:06:03,BLR202507-001031,Cancelled by Customer,CUST-648171,Prime Plus,Jayanagar,KR Puram,,,1,Change of plans,0,,0,,,,,
2025-07-12,19:47:12,BLR202507-001032,Success,CUST-417991,Prime Sedan,Basavanagudi,Koramangala,5,17,0,,0,,0,,395.49,14.07,4.9,4.86
2025-07-26,11:21:14,BLR202507-001033,Success,CUST-249809,Prime Plus,Kengeri,Brookefield,5,14,0,,0,,0,,463.16,13.71,4.29,4.9
2025-07-02,04:26:29,BLR202507-001034,Success,CUST-419987,Prime Sedan,Yelahanka,Malleshwaram,6,11,0,,0,,0,,429.06,17.23,4.11,4.09
2025-07-27,07:30:52,BLR202507-001035,Success,CUST-875590,Mini,Indiranagar,Jayanagar,9,15,0,,0,,0,,310.54,15.03,4.46,4.72
2025-07-18,12:55:46,BLR202507-001036,Success,CUST-465584,Auto,MG Road,Brookefield,3,11,0,,0,,0,,94.86,4.99,4.5,4.35
2025-07-16,16:45:54,BLR202507-001037,Success,CUST-700896,Prime Sedan,Nagarbhavi,Harlur,6,18,0,,0,,0,,592.52,24.66,4.18,5
2025-07-29,06:58:01,BLR202507-001038,Success,CUST-454233,Prime SUV,CV Raman Nagar,Bommanahalli,8,19,0,,0,,0,,376.88,10.96,4.24,4.74
2025-07-27,08:48:48,BLR202507-001039,Incomplete,CUST-855009,Prime SUV,Uttarahalli,JP Nagar,,,0,,0,,1,Customer Demand,,,,
2025-07-17,04:52:56,BLR202507-001040,Success,CUST-767376,Mini,Sarjapur,Harlur,12,26,0,,0,,0,,171.4,7.3,4.1,4.62
2025-07-22,06:14:50,BLR202507-001041,Cancelled by Driver,CUST-570888,Prime Plus,Nagawara,Bellandur,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-26,12:44:35,BLR202507-001042,Success,CUST-755119,eBike,Kanakapura Road,Brookefield,2,5,0,,0,,0,,56.1,4.9,4.42,4.63
2025-07-13,04:43:47,BLR202507-001043,Cancelled by Driver,CUST-344131,Mini,Sarjapur Road,Yeshwanthpur,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-31,20:37:09,BLR202507-001044,Cancelled by Customer,CUST-803011,Mini,Manyata Tech Park,Ulsoor,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-28,02:28:41,BLR202507-001045,Success,CUST-273659,eBike,Koramangala,Nagarbhavi,5,8,0,,0,,0,,30.09,2.01,4.19,4.51
2025-07-21,23:00:39,BLR202507-001046,Incomplete,CUST-934832,Prime SUV,Thanisandra,Silk Board,,,0,,0,,1,Other Issue,,,,
2025-07-21,03:24:02,BLR202507-001047,Success,CUST-229794,eBike,Peenya,Marathahalli,5,9,0,,0,,0,,135.48,13.72,4.85,5
2025-07-07,17:10:16,BLR202507-001048,Cancelled by Driver,CUST-748758,Bike,Nagarbhavi,Sarjapur,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-31,13:33:05,BLR202507-001049,Cancelled by Driver,CUST-697944,Bike,Hebbal,Sarjapur,,,0,,1,More than permitted people in there,0,,,,,
2025-07-17,00:08:27,BLR202507-001050,Cancelled by Driver,CUST-119570,Auto,Horamavu,Yeshwanthpur,,,0,,1,Customer related issue,0,,,,,
2025-07-31,18:36:12,BLR202507-001051,Success,CUST-119895,Prime Sedan,Yelahanka,Frazer Town,5,13,0,,0,,0,,455.98,15.75,4.37,3.91
2025-07-27,22:36:24,BLR202507-001052,Success,CUST-839893,Prime SUV,Kengeri,Harlur,6,16,0,,0,,0,,418.32,12.44,4.94,4.75
2025-07-03,00:11:32,BLR202507-001053,Cancelled by Customer,CUST-946118,Bike,Uttarahalli,Bellandur,,,1,Wrong Address,0,,0,,,,,
2025-07-19,08:02:06,BLR202507-001054,Success,CUST-147168,Mini,Koramangala,Sarjapur Road,9,14,0,,0,,0,,237,8.75,4.11,4.03
2025-07-14,02:00:11,BLR202507-001055,Success,CUST-289276,Mini,Koramangala,Sadashivanagar,10,22,0,,0,,0,,233.14,10.73,5,4.79
2025-07-11,11:18:16,BLR202507-001056,Success,CUST-500567,Prime Sedan,Marathahalli,Jayanagar,12,17,0,,0,,0,,173.37,4.58,3.88,5
2025-07-04,04:54:13,BLR202507-001057,Success,CUST-668096,Prime Plus,BTM Layout,Banashankari,7,18,0,,0,,0,,221,6.44,3.73,4.9
2025-07-06,06:09:55,BLR202507-001058,Success,CUST-367968,Prime SUV,Marathahalli,Banashankari,9,18,0,,0,,0,,176.4,3.8,4.41,4.51
2025-07-10,13:34:09,BLR202507-001059,Success,CUST-527060,eBike,Rajajinagar,Whitefield,5,13,0,,0,,0,,67.71,6.19,4.26,4.57
2025-07-20,22:36:58,BLR202507-001060,Cancelled by Customer,CUST-441092,Prime Plus,Koramangala,Thanisandra,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-10,19:30:11,BLR202507-001061,Success,CUST-508881,Auto,Bellandur,Banashankari,13,19,0,,0,,0,,147.08,7.35,4.48,4.86
2025-07-14,15:29:58,BLR202507-001062,Success,CUST-439966,Prime Sedan,CV Raman Nagar,Jayanagar,11,20,0,,0,,0,,290.68,10.94,4.52,4.8
2025-07-02,20:52:43,BLR202507-001063,Cancelled by Driver,CUST-312398,Prime Plus,Sarjapur,Uttarahalli,,,0,,1,Customer related issue,0,,,,,
2025-07-16,21:40:02,BLR202507-001064,Success,CUST-633328,Prime SUV,Shivajinagar,CV Raman Nagar,9,14,0,,0,,0,,482.16,14.72,5,4.79
2025-07-31,21:27:22,BLR202507-001065,Success,CUST-220671,Prime Sedan,Whitefield,Bellandur,12,23,0,,0,,0,,269.34,9.97,4.67,4.38
2025-07-15,22:27:26,BLR202507-001066,Incomplete,CUST-679989,Mini,Electronic City,Bommanahalli,,,0,,0,,1,Customer Demand,,,,
2025-07-14,20:29:22,BLR202507-001067,Success,CUST-764316,Prime Plus,Koramangala,Ulsoor,8,18,0,,0,,0,,431.2,13.28,4.94,4.47
2025-07-18,02:22:11,BLR202507-001068,Success,CUST-714646,eBike,HSR Layout,Frazer Town,8,14,0,,0,,0,,22.62,1.18,4.52,4.45
2025-07-25,03:07:59,BLR202507-001069,Success,CUST-681652,eBike,JP Nagar,Silk Board,6,11,0,,0,,0,,210.63,22.07,4.72,4.62
2025-07-19,23:02:16,BLR202507-001070,Success,CUST-526504,Mini,Marathahalli,Hennur,9,20,0,,0,,0,,77.08,2.06,4.57,4.13
2025-07-17,03:58:28,BLR202507-001071,Success,CUST-313340,Prime SUV,Banashankari,KR Puram,14,19,0,,0,,0,,320.04,8.93,4.04,5
2025-07-18,10:13:44,BLR202507-001072,Incomplete,CUST-276358,Prime SUV,Frazer Town,Yeshwanthpur,,,0,,0,,1,Vehicle Breakdown,,,,
2025-07-31,09:11:13,BLR202507-001073,Cancelled by Customer,CUST-682119,Mini,MG Road,Indiranagar,,,1,Wrong Address,0,,0,,,,,
2025-07-31,07:18:19,BLR202507-001074,Success,CUST-969659,Bike,BTM Layout,Kalyan Nagar,3,14,0,,0,,0,,64.9,4.99,4.56,4.47
2025-07-06,07:13:46,BLR202507-001075,Success,CUST-100569,Auto,Bommanahalli,Ulsoor,11,17,0,,0,,0,,350.78,23.27,4.39,4.42
2025-07-20,07:48:11,BLR202507-001076,Cancelled by Driver,CUST-363076,Prime SUV,Mahadevapura,CV Raman Nagar,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-27,14:01:34,BLR202507-001077,Cancelled by Driver,CUST-762917,Prime Plus,Kengeri,Shivajinagar,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-02,05:10:10,BLR202507-001078,Success,CUST-269257,eBike,Yeshwanthpur,Nagarbhavi,9,20,0,,0,,0,,110.73,10.97,4.54,4.78
2025-07-03,22:10:23,BLR202507-001079,Cancelled by Customer,CUST-415242,Auto,Kundalahalli,Hoodi,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-27,08:57:10,BLR202507-001080,Incomplete,CUST-246433,eBike,Peenya,Ulsoor,,,0,,0,,1,Vehicle Breakdown,,,,
2025-07-07,23:29:33,BLR202507-001081,Success,CUST-740098,Bike,Bellandur,Mahadevapura,6,13,0,,0,,0,,48.3,3.33,4.7,4.41
2025-07-31,23:52:41,BLR202507-001082,Success,CUST-459279,eBike,Benson Town,Sarjapur,8,12,0,,0,,0,,92.73,8.97,4.37,5
2025-07-23,19:15:22,BLR202507-001083,Success,CUST-574709,Prime Sedan,Frazer Town,Horamavu,5,12,0,,0,,0,,280.14,8.8,5,4.54
2025-07-11,12:11:34,BLR202507-001084,Cancelled by Driver,CUST-458224,Prime Plus,Arekere,Uttarahalli,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-01,01:54:29,BLR202507-001085,Success,CUST-825452,Prime Plus,Kalyan Nagar,Indiranagar,9,21,0,,0,,0,,564.5,20.18,4.99,4.29
2025-07-20,23:07:12,BLR202507-001086,Cancelled by Customer,CUST-599676,Auto,Indiranagar,Mahadevapura,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-14,00:49:22,BLR202507-001087,Success,CUST-682788,eBike,Thanisandra,Basavanagudi,5,11,0,,0,,0,,208.11,21.79,4.56,4.47
2025-07-25,03:52:01,BLR202507-001088,Cancelled by Customer,CUST-511871,Bike,Marathahalli,Kalyan Nagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-18,19:45:38,BLR202507-001089,Success,CUST-132450,Prime SUV,Horamavu,Harlur,10,20,0,,0,,0,,424.07,10.67,4.11,5
2025-07-22,16:56:13,BLR202507-001090,Cancelled by Driver,CUST-229410,Prime Sedan,CV Raman Nagar,Uttarahalli,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-13,00:48:07,BLR202507-001091,Success,CUST-285793,Prime SUV,Devanahalli,Hoodi,14,25,0,,0,,0,,735.84,23.78,5,4.19
2025-07-01,08:47:38,BLR202507-001092,Success,CUST-230824,Mini,KR Puram,Hebbal,13,24,0,,0,,0,,375.02,15.14,4,4.34
2025-07-15,23:17:40,BLR202507-001093,Cancelled by Customer,CUST-109818,Prime Plus,Manyata Tech Park,Koramangala,,,1,Change of plans,0,,0,,,,,
2025-07-22,05:56:38,BLR202507-001094,Cancelled by Customer,CUST-843647,Prime Sedan,Hebbal,Marathahalli,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-21,09:37:30,BLR202507-001095,Success,CUST-417905,Prime SUV,Thanisandra,RT Nagar,14,20,0,,0,,0,,173.38,2.66,4.43,4.02
2025-07-08,12:55:11,BLR202507-001096,Cancelled by Customer,CUST-617795,Prime Sedan,MG Road,Ulsoor,,,1,Wrong Address,0,,0,,,,,
2025-07-29,23:25:07,BLR202507-001097,Success,CUST-838247,eBike,Uttarahalli,Yelahanka,4,12,0,,0,,0,,92.37,8.93,4.28,5
2025-07-01,18:55:16,BLR202507-001098,Success,CUST-305611,Prime SUV,Hennur,Kundalahalli,12,24,0,,0,,0,,558.71,15.64,4.34,4.39
2025-07-04,01:52:52,BLR202507-001099,Success,CUST-390819,Bike,Shivajinagar,Basavanagudi,5,8,0,,0,,0,,191.6,17.66,4.28,4.26
2025-07-06,20:33:44,BLR202507-001100,Incomplete,CUST-678588,Prime Plus,Horamavu,Manyata Tech Park,,,0,,0,,1,Other Issue,,,,
2025-07-22,14:17:28,BLR202507-001101,Success,CUST-815531,Bike,Nagarbhavi,Malleshwaram,6,14,0,,0,,0,,46.9,3.19,4.23,4.49
2025-07-03,01:33:42,BLR202507-001102,Cancelled by Customer,CUST-716735,Prime Plus,Manyata Tech Park,Electronic City,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-09,00:22:58,BLR202507-001103,Cancelled by Customer,CUST-697586,Prime SUV,RT Nagar,Sadashivanagar,,,1,Change of plans,0,,0,,,,,
2025-07-07,23:06:08,BLR202507-001104,Success,CUST-988843,eBike,Koramangala,Hoodi,9,14,0,,0,,0,,156.18,16.02,3.62,5
2025-07-22,17:33:32,BLR202507-001105,Success,CUST-658829,Bike,Benson Town,Mahadevapura,4,7,0,,0,,0,,79.31,5.71,4.59,4.98
2025-07-18,03:30:32,BLR202507-001106,Success,CUST-575976,Auto,Kadubeesanahalli,Kalyan Nagar,4,11,0,,0,,0,,310.6,20.4,3.89,4.89
2025-07-22,07:37:44,BLR202507-001107,Cancelled by Customer,CUST-781605,Auto,Bellandur,Kadubeesanahalli,,,1,Wrong Address,0,,0,,,,,
2025-07-09,11:50:24,BLR202507-001108,Success,CUST-227630,eBike,Sadashivanagar,Arekere,3,8,0,,0,,0,,62.21,4.95,4.3,5
2025-07-16,22:43:08,BLR202507-001109,Cancelled by Customer,CUST-479030,Bike,Sarjapur,MG Road,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-02,11:16:21,BLR202507-001110,Success,CUST-391433,Mini,Yeshwanthpur,Harlur,7,21,0,,0,,0,,104.59,2.62,4.72,4.32
2025-07-11,13:14:05,BLR202507-001111,Cancelled by Customer,CUST-105409,Mini,Hebbal,Sarjapur Road,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-29,06:28:03,BLR202507-001112,Success,CUST-699596,Prime SUV,Koramangala,Manyata Tech Park,4,16,0,,0,,0,,367.08,10.61,5,5
2025-07-08,12:50:16,BLR202507-001113,Incomplete,CUST-823044,Mini,Electronic City,Frazer Town,,,0,,0,,1,Customer Demand,,,,
2025-07-06,19:57:13,BLR202507-001114,Incomplete,CUST-445217,Prime Sedan,Electronic City,Hennur,,,0,,0,,1,Other Issue,,,,
2025-07-04,16:19:15,BLR202507-001115,Cancelled by Driver,CUST-129226,Mini,Kadubeesanahalli,Koramangala,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-27,07:44:16,BLR202507-001116,Cancelled by Customer,CUST-362573,Prime Plus,HSR Layout,Bommanahalli,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-31,20:31:10,BLR202507-001117,Success,CUST-457356,Prime SUV,Whitefield,Sarjapur Road,5,18,0,,0,,0,,762.92,22.27,5,4.86
2025-07-17,23:49:21,BLR202507-001118,Cancelled by Customer,CUST-932685,Prime Plus,Electronic City,Devanahalli,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-20,10:07:24,BLR202507-001119,Cancelled by Customer,CUST-559831,Prime SUV,HSR Layout,Hennur,,,1,Wrong Address,0,,0,,,,,
2025-07-19,09:49:00,BLR202507-001120,Success,CUST-230889,Auto,Whitefield,MG Road,6,20,0,,0,,0,,314.86,18.66,4.64,4.28
2025-07-13,12:34:06,BLR202507-001121,Success,CUST-428497,Prime SUV,Hoodi,Electronic City,11,20,0,,0,,0,,98.56,1.02,4.34,4.12
2025-07-26,04:42:12,BLR202507-001122,Success,CUST-233730,Auto,Harlur,Whitefield,12,24,0,,0,,0,,52.58,1.97,5,4.65
2025-07-10,04:46:14,BLR202507-001123,Success,CUST-740405,eBike,Kadubeesanahalli,Electronic City,8,18,0,,0,,0,,194.61,20.29,4.42,4.34
2025-07-04,18:11:37,BLR202507-001124,Success,CUST-810477,Auto,Peenya,Whitefield,5,14,0,,0,,0,,340.77,19.38,4.46,4.75
